3662	36.61000	498.133	469.370	1942.385	611.239	489.044	1809.212	350.842	487.285	1642.971	529.444	473.864	1565.917	512.804	392.035	1779.666	497.318	569.524	1778.867	431.335	277.085	1625.651	453.903	684.046	1610.485	273.903	421.789	1142.155	275.558	513.796	1136.274	508.180	353.061	965.876	524.142	556.533	977.261	390.366	247.864	894.083	405.526	690.521	908.259	505.061	480.779	1779.266	442.619	480.566	1618.068	397.946	469.192	901.171	516.161	454.797	971.568
3663	36.62000	497.859	469.320	1942.397	611.217	489.112	1809.484	350.920	487.270	1642.934	529.516	473.791	1565.915	512.835	392.074	1779.689	497.174	569.541	1778.911	431.432	277.075	1625.619	453.962	684.054	1610.516	274.034	421.787	1142.146	275.671	513.763	1136.266	508.322	353.071	965.858	524.285	556.573	977.276	390.539	247.886	894.049	405.607	690.537	908.242	505.005	480.808	1779.3	442.697	480.564	1618.068	398.073	469.212	901.145	516.303	454.822	971.567
3664	36.63000	497.603	469.267	1942.467	611.188	489.182	1809.685	351.032	487.189	1642.919	529.683	473.739	1565.913	512.861	392.074	1779.722	497.137	569.526	1778.965	431.656	277.071	1625.597	453.986	684.038	1610.550	274.163	421.780	1142.136	275.781	513.770	1136.249	508.477	353.100	965.866	524.410	556.573	977.293	390.686	247.901	894.035	406.090	690.741	908.183	504.999	480.8	1779.343	442.821	480.555	1618.073	398.388	469.321	901.109	516.443	454.837	971.58
3665	36.64000	497.396	469.259	1942.426	611.098	489.220	1809.898	351.141	487.154	1642.897	529.777	473.710	1565.903	512.871	392.064	1779.736	497.108	569.531	1779.007	431.758	277.048	1625.531	454.022	684.065	1610.558	274.273	421.773	1142.143	275.876	513.757	1136.261	508.630	353.166	965.786	524.498	556.607	977.279	390.826	247.905	894.047	406.192	690.770	908.174	504.99	480.798	1779.372	442.89	480.557	1618.044	398.509	469.337	901.111	516.564	454.886	971.533
3666	36.65000	497.155	469.217	1942.466	611.147	489.288	1810.162	351.254	487.117	1642.894	529.894	473.714	1565.903	512.918	392.085	1779.762	497.068	569.538	1779.009	431.955	277.040	1625.492	454.064	684.067	1610.552	274.387	421.789	1142.141	275.964	513.781	1136.237	508.756	353.188	965.783	524.600	556.619	977.267	390.912	247.935	894.063	406.258	690.762	908.219	504.993	480.812	1779.385	443.01	480.553	1618.022	398.585	469.348	901.141	516.678	454.904	971.525
3667	36.66000	496.915	469.224	1942.486	611.049	489.328	1810.361	351.367	487.086	1642.917	529.966	473.735	1565.877	512.951	392.121	1779.775	497.022	569.563	1779.069	432.163	277.042	1625.437	454.091	684.076	1610.530	274.467	421.815	1142.141	276.037	513.788	1136.241	508.841	353.211	965.801	524.674	556.647	977.331	391.013	247.957	894.051	406.298	690.767	908.194	504.986	480.842	1779.422	443.127	480.559	1617.983	398.655	469.362	901.122	516.757	454.929	971.566
3668	36.67000	496.724	469.238	1942.488	611.017	489.398	1810.544	351.534	487.054	1642.916	530.089	473.798	1565.861	512.994	392.133	1779.831	497.045	569.580	1779.045	432.413	277.042	1625.377	454.161	684.115	1610.502	274.539	421.817	1142.138	276.101	513.790	1136.245	508.954	353.228	965.802	524.780	556.636	977.281	391.128	248.003	894.005	406.458	690.798	908.190	505.019	480.856	1779.438	443.287	480.578	1617.939	398.793	469.4	901.098	516.867	454.932	971.542
3669	36.68000	496.496	469.243	1942.513	610.983	489.470	1810.793	351.674	487.044	1642.933	530.266	473.847	1565.868	513.050	392.164	1779.856	497.051	569.586	1779.064	432.643	277.038	1625.330	454.229	684.109	1610.457	274.578	421.839	1142.129	276.151	513.799	1136.245	509.038	353.275	965.760	524.820	556.647	977.294	391.173	247.993	894.011	406.445	690.798	908.175	505.05	480.875	1779.46	443.436	480.574	1617.894	398.809	469.395	901.093	516.929	454.961	971.527
3670	36.69000	496.321	469.281	1942.529	610.926	489.575	1810.893	351.784	487.055	1642.936	530.305	473.914	1565.835	513.185	392.205	1779.884	497.063	569.612	1779.033	432.899	277.031	1625.273	454.294	684.150	1610.433	274.638	421.834	1142.130	276.192	513.813	1136.245	509.101	353.271	965.745	524.841	556.693	977.276	391.218	248.015	894.012	406.109	690.633	908.250	505.124	480.909	1779.458	443.596	480.591	1617.853	398.663	469.324	901.131	516.971	454.982	971.51
3671	36.70000	496.168	469.324	1942.507	610.952	489.677	1811.046	351.959	487.019	1642.963	530.477	474.002	1565.816	513.307	392.242	1779.903	497.083	569.633	1779.048	433.152	277.036	1625.270	454.413	684.170	1610.379	274.686	421.872	1142.111	276.230	513.830	1136.229	509.153	353.312	965.739	524.902	556.729	977.259	391.271	248.034	893.989	406.175	690.638	908.241	505.195	480.938	1779.476	443.783	480.603	1617.824	398.723	469.336	901.115	517.028	455.021	971.499
3672	36.71000	496.018	469.360	1942.508	610.959	489.813	1811.159	352.095	487.008	1642.947	530.568	474.093	1565.768	513.410	392.298	1779.915	497.022	569.685	1779.036	433.421	277.027	1625.237	454.480	684.191	1610.343	274.704	421.867	1142.097	276.242	513.829	1136.231	509.173	353.300	965.717	524.979	556.762	977.272	391.310	248.071	893.951	406.235	690.652	908.182	505.216	480.991	1779.476	443.951	480.609	1617.79	398.773	469.362	901.067	517.076	455.031	971.495
3673	36.72000	495.887	469.424	1942.502	610.965	489.950	1811.272	352.263	487.020	1642.958	530.664	474.188	1565.745	513.586	392.343	1779.928	497.005	569.732	1779.013	433.710	277.050	1625.224	454.608	684.225	1610.300	274.732	421.882	1142.090	276.281	513.830	1136.228	509.190	353.325	965.712	524.999	556.787	977.242	391.330	248.071	893.963	406.138	690.670	908.232	505.296	481.038	1779.47	444.159	480.638	1617.762	398.734	469.37	901.097	517.095	455.056	971.477
