NO_OF_FRAMES	2520
NO_OF_CAMERAS	7
NO_OF_MARKERS	16
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-06-06, 13:34:06	953604.31973670
DATA_INCLUDED	3D
MARKER_NAMES	AEC7	IJE	EIPS_D	EIPS_E	EIAS_D	EIAS_E	AC_D	AC_E	EM_E	EL_E	PER_E	PEU_E	EM_D	EL_D	PER_D	PEU_D
748	7.47000	621.324	206.990	1476.347	605.021	374.089	1412.150	624.386	195.663	988.981	541.510	196.468	990.509	692.765	429.473	861.737	506.543	427.292	864.167	818.996	298.803	1448.683	469.805	257.322	1517.811	179.646	351.211	1487.711	217.065	308.345	1552.073	14.313	462.428	1639.760	-13.808	410.849	1650.857	914.085	197.154	1150.927	957.770	243.561	1226.491	903.973	381.370	984.115	954.643	360.826	955.827
749	7.48000	621.285	207.021	1476.362	605.065	374.111	1412.134	624.409	195.706	988.954	541.498	196.491	990.520	692.809	429.462	861.765	506.551	427.296	864.190	818.943	298.841	1448.654	469.835	257.341	1517.821	179.659	351.149	1487.983	217.117	308.270	1552.282	14.417	462.317	1640.098	-13.655	410.783	1651.189	914.038	197.181	1150.917	957.735	243.604	1226.474	903.946	381.379	984.088	954.597	360.813	955.783
750	7.49000	621.419	207.486	1476.055	605.056	374.178	1412.161	624.351	195.709	988.994	541.468	196.509	990.552	692.767	429.471	861.736	506.541	427.337	864.169	818.944	298.886	1448.662	469.893	257.352	1517.847	179.686	351.081	1488.247	217.227	308.236	1552.517	14.558	462.253	1640.388	-13.527	410.692	1651.499	913.981	197.214	1150.910	957.747	243.635	1226.458	903.909	381.395	984.048	954.538	360.849	955.733
751	7.50000	621.327	207.123	1476.360	605.045	374.211	1412.111	624.344	195.744	989.014	541.422	196.560	990.604	692.760	429.478	861.750	506.552	427.382	864.160	818.961	298.929	1448.662	469.947	257.357	1517.848	179.706	351.061	1488.471	217.323	308.206	1552.709	14.581	462.130	1640.701	-13.403	410.622	1651.837	913.968	197.257	1150.924	957.739	243.668	1226.453	903.850	381.375	984.037	954.454	360.858	955.714
752	7.51000	621.345	207.169	1476.367	605.027	374.257	1412.092	624.286	195.774	989.020	541.399	196.582	990.602	692.773	429.507	861.729	506.558	427.412	864.128	818.951	298.970	1448.621	469.962	257.385	1517.897	179.733	351.036	1488.666	217.365	308.172	1552.910	14.700	462.044	1641.011	-13.371	410.507	1652.171	913.952	197.274	1150.887	957.663	243.710	1226.425	903.829	381.407	984.005	954.451	360.881	955.670
753	7.52000	621.351	207.205	1476.355	605.019	374.280	1412.116	624.279	195.802	989.020	541.340	196.632	990.624	692.783	429.523	861.697	506.534	427.435	864.104	818.988	299.015	1448.605	470.027	257.406	1517.912	179.773	351.027	1488.847	217.450	308.163	1553.103	14.783	461.922	1641.465	-13.266	410.359	1652.549	913.932	197.292	1150.870	957.672	243.752	1226.375	903.764	381.440	983.968	954.371	360.894	955.626
754	7.53000	621.422	207.260	1476.333	605.029	374.309	1412.117	624.258	195.833	989.022	541.328	196.673	990.596	692.707	429.565	861.680	506.532	427.480	864.106	818.962	299.081	1448.553	470.061	257.403	1517.944	179.780	351.005	1489.004	217.505	308.113	1553.263	14.896	461.814	1641.797	-13.167	410.228	1652.835	913.939	197.370	1150.813	957.660	243.762	1226.309	903.704	381.452	983.906	954.296	360.933	955.555
755	7.54000	621.415	207.282	1476.344	605.039	374.340	1412.106	624.211	195.872	989.017	541.283	196.717	990.593	692.749	429.576	861.715	506.532	427.524	864.113	818.973	299.118	1448.504	470.153	257.414	1517.946	179.799	350.902	1489.184	217.600	308.070	1553.429	15.006	461.728	1642.034	-13.023	410.116	1653.164	913.913	197.373	1150.750	957.644	243.818	1226.267	903.660	381.497	983.852	954.252	360.959	955.510
756	7.55000	621.413	207.306	1476.347	604.978	374.341	1412.116	624.159	195.866	989.010	541.258	196.773	990.577	692.571	429.597	861.610	506.530	427.569	864.115	818.958	299.141	1448.420	470.200	257.399	1517.925	179.832	350.861	1489.336	217.663	307.978	1553.568	15.101	461.616	1642.295	-12.882	410.018	1653.484	913.904	197.431	1150.678	957.646	243.877	1226.198	903.587	381.540	983.794	954.176	361.019	955.409
757	7.56000	621.444	207.331	1476.325	604.959	374.385	1412.080	624.156	195.917	988.971	541.180	196.779	990.591	692.705	429.614	861.680	506.536	427.608	864.132	818.975	299.156	1448.350	470.257	257.339	1517.941	179.866	350.736	1489.521	217.729	307.890	1553.705	15.258	461.562	1642.602	-12.798	409.937	1653.768	913.872	197.476	1150.616	957.604	243.905	1226.133	903.529	381.579	983.732	954.098	361.076	955.323
